256;Dinic;0.00136757
256;Dinic;0.00138156
256;Dinic;0.00135391
512;Dinic;0.00621154
512;Dinic;0.0062855
512;Dinic;0.0060573
1024;Dinic;0.0263857
1024;Dinic;0.0273798
1024;Dinic;0.0266865
2048;Dinic;0.120156
2048;Dinic;0.120522
2048;Dinic;0.120305
4096;Dinic;0.504547
4096;Dinic;0.505124
4096;Dinic;0.504887
8192;Dinic;2.05406
8192;Dinic;2.06558
8192;Dinic;2.05906
16384;Dinic;7.4206
16384;Dinic;7.46615
16384;Dinic;7.45016
32768;Dinic;42.7106
32768;Dinic;42.4448
32768;Dinic;43.0741
65536;Dinic;213.195
65536;Dinic;214.439
65536;Dinic;214.977
