256;KR Mod;0.00125031
256;KR Mod;0.00113371
256;KR Mod;0.00109006
512;KR Mod;0.0168847
512;KR Mod;0.0167154
512;KR Mod;0.0163929
1024;KR Mod;0.0169136
1024;KR Mod;0.0165072
1024;KR Mod;0.0164113
2048;KR Mod;0.0455451
2048;KR Mod;0.0446929
2048;KR Mod;0.0446899
4096;KR Mod;3.15962
4096;KR Mod;3.18
4096;KR Mod;3.19153
8192;KR Mod;14.5648
8192;KR Mod;14.5512
8192;KR Mod;14.6032
16384;KR Mod;145.872
16384;KR Mod;146.751
16384;KR Mod;147.07
32768;KR Mod;313.772
