a;b;Algorithm;Time
2;4;Dinic;1.53248e-005
2;4;Dinic;1.1327e-005
2;4;Dinic;1.03276e-005
2;6;Dinic;1.23265e-005
2;6;Dinic;1.09939e-005
2;6;Dinic;1.19933e-005
3;8;Dinic;8.46196e-005
3;8;Dinic;8.62853e-005
3;8;Dinic;7.56246e-005
3;11;Dinic;0.000135924
3;11;Dinic;0.000136591
3;11;Dinic;0.000135924
4;16;Dinic;0.000657967
4;16;Dinic;0.000649305
4;16;Dinic;0.00064764
5;23;Dinic;0.00204386
5;23;Dinic;0.00202621
5;23;Dinic;0.00203254
6;32;Dinic;0.00680588
6;32;Dinic;0.00681754
6;32;Dinic;0.00649372
7;45;Dinic;0.0227723
7;45;Dinic;0.0225961
7;45;Dinic;0.0226747
8;64;Dinic;0.0622297
8;64;Dinic;0.0619249
8;64;Dinic;0.0621598
10;91;Dinic;0.208221
10;91;Dinic;0.208605
10;91;Dinic;0.208786
11;128;Dinic;0.526267
11;128;Dinic;0.528887
11;128;Dinic;0.526229
13;181;Dinic;2.48851
13;181;Dinic;2.4887
13;181;Dinic;2.49713
16;256;Dinic;14.9185
16;256;Dinic;14.8405
16;256;Dinic;14.834
19;362;Dinic;49.961
19;362;Dinic;50.0763
19;362;Dinic;50.1432
23;512;Dinic;177.857
23;512;Dinic;177.902
23;512;Dinic;177.829
