6;KR Mod Dyn;7.1627e-005
6;KR Mod Dyn;3.06497e-005
6;KR Mod Dyn;2.06552e-005
10;KR Mod Dyn;7.46254e-005
10;KR Mod Dyn;5.79679e-005
10;KR Mod Dyn;6.12994e-005
18;KR Mod Dyn;0.000310828
18;KR Mod Dyn;0.000259523
18;KR Mod Dyn;0.000246863
34;KR Mod Dyn;0.00123232
34;KR Mod Dyn;0.00110572
34;KR Mod Dyn;0.00106408
66;KR Mod Dyn;0.00542233
66;KR Mod Dyn;0.00506187
66;KR Mod Dyn;0.00502955
130;KR Mod Dyn;0.027103
130;KR Mod Dyn;0.025937
130;KR Mod Dyn;0.0255888
258;KR Mod Dyn;0.14661
258;KR Mod Dyn;0.140355
258;KR Mod Dyn;0.134952
514;KR Mod Dyn;1.01314
514;KR Mod Dyn;1.00245
514;KR Mod Dyn;1.01841
1026;KR Mod Dyn;11.0821
1026;KR Mod Dyn;10.8181
1026;KR Mod Dyn;10.8359
2050;KR Mod Dyn;101.477
2050;KR Mod Dyn;100.697
2050;KR Mod Dyn;100.53
