;KR Mod;0.002
;KR Mod;0.002
;KR Mod;0.002
;KR Mod;KR Mod;0.02
;KR Mod;KR Mod;0.02
;KR Mod;KR Mod;0.02
;KR Mod;KR Mod;KR Mod;0.019
;KR Mod;KR Mod;KR Mod;0.016
;KR Mod;KR Mod;KR Mod;0.016
;KR Mod;KR Mod;KR Mod;KR Mod;0.043
;KR Mod;KR Mod;KR Mod;KR Mod;0.043
;KR Mod;KR Mod;KR Mod;KR Mod;0.042
;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;3.497
;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;3.321
;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;3.482
;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;17.72
;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;17.591
;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;18.191
;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;181.377
;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;179.203
;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;KR Mod;178.068
